AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,DENSITY,EDU,PINCP,PINCP_DECILE,POVPIP,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
79,2,,,6,0,2,1,4187.9,4,39700,5,501,2,,,2,,141
47,,,0,1,2,4,1,4187.9,11,431000,9,,2,2,2,2,33,33
,,1,,1,2,4,1,4187.9,10,165000,9,501,2,2,2,2,,33
22,2,6,0,1,,4,,4187.9,9,2000,,15,,2,2,2,41,33
76,2,3,0,1,0,2,1,,12,280600,9,,,2,2,2,100,100
38,2,6,0,,0,2,1,4187.9,10,0,0,501,2,2,2,2,138,100
,1,,0,1,1,3,,,,138770,9,501,2,2,2,,65,65
32,2,1,,1,1,3,1,,10,48000,5,501,2,2,2,,61,65
,2,1,0,1,0,2,1,,10,175100,9,501,,,,2,,96
68,1,,,1,0,2,1,,10,95500,8,501,2,2,2,2,,96
57,2,,0,1,1,,,4187.9,11,166000,,501,2,2,2,2,117,116
,1,1,0,,1,,1,4187.9,10,210400,,501,2,2,2,2,117,116
17,1,6,0,1,1,3,,,4,0,0,501,2,2,2,,,116
,1,1,0,1,0,,,4187.9,,158000,,501,2,2,2,2,59,
36,,1,0,1,0,2,1,4187.9,,107000,8,501,2,2,2,,60,60
39,1,1,,6,2,5,1,4187.9,9,175000,9,,2,2,,2,,115
32,,1,0,6,,5,1,,10,105000,8,501,2,2,,2,111,115
59,,2,0,6,2,5,1,,9,0,0,,2,2,2,,159,
58,1,,0,1,1,,1,4187.9,9,145500,9,,2,,,2,52,
52,,,0,6,,,1,4187.9,10,165000,9,,,2,,2,67,
,2,1,0,1,0,4,1,4187.9,9,20000,,501,2,2,2,2,51,52
,1,1,,1,0,4,1,4187.9,9,552000,9,501,,2,,2,65,52
20,2,6,0,1,0,4,1,,7,900,1,501,2,2,2,2,,52
18,1,6,0,,0,4,1,4187.9,5,1200,,501,2,2,2,2,,52
70,1,,0,1,0,2,1,,11,127000,,501,2,2,2,2,74,75
70,2,1,0,,0,,,,7,7000,2,501,2,2,2,2,,75
32,1,1,2,1,0,2,,4187.9,9,36000,5,501,2,2,2,2,122,122
39,2,1,2,1,0,2,,,11,54000,6,501,2,,2,,57,122
40,2,1,0,2,1,3,,4187.9,,,,,2,2,,2,50,51
37,2,1,4,2,1,3,,4187.9,10,,7,344,2,2,2,2,55,51
54,2,2,0,1,,3,1,4187.9,5,14000,2,,2,2,2,2,85,51
49,2,,0,,2,3,1,4187.9,9,,9,501,2,2,2,2,42,41
,,6,0,1,2,3,1,,4,-900,,501,2,2,2,,60,41
55,,,0,1,4,6,1,4187.9,11,437000,9,,2,2,2,2,76,76
53,2,,0,1,,6,1,4187.9,,0,0,501,,2,,2,91,76
,,6,0,1,4,6,1,,4,,,,2,2,2,2,105,76
15,,6,0,1,4,6,1,,,,0,501,,2,,2,105,
15,,6,0,1,,6,1,,3,,,,2,2,2,2,111,76
44,,1,0,6,,,,,,85000,7,331,2,2,,,98,98
41,2,,0,6,2,4,2,4187.9,8,0,0,,2,2,2,2,97,
86,1,1,0,,,2,1,4187.9,11,300000,9,501,2,,,2,23,23
,2,1,0,1,0,2,1,4187.9,9,28000,4,,2,2,2,2,,
60,2,1,0,1,0,2,1,4187.9,10,,7,501,2,2,2,2,,54
56,1,1,0,1,0,,1,4187.9,,129800,9,501,,2,2,2,55,
61,2,1,0,1,0,3,1,4187.9,,8000,2,208,2,2,,2,75,75
56,1,,0,,,3,1,4187.9,8,28000,4,208,2,2,2,,77,
23,2,6,0,1,,,,4187.9,,,1,208,,2,2,2,93,75
41,1,1,0,1,2,4,1,4187.9,9,,9,501,2,2,2,2,14,14
,,1,0,,2,4,1,4187.9,9,0,0,501,,2,2,2,13,14
67,,1,0,1,0,4,1,4187.9,7,270800,9,501,2,,2,,51,51
,2,,0,,0,4,1,4187.9,9,131400,9,,,2,2,2,53,51
,2,2,0,,0,4,1,4187.9,,15000,3,501,2,2,,,73,
63,1,1,0,1,0,,1,4187.9,,107000,8,501,2,2,2,2,110,109
,2,1,0,1,0,2,1,4187.9,9,,4,,2,,,,,109
40,,1,0,,,4,1,4187.9,10,200150,,,2,2,2,2,,
41,,1,0,1,2,4,1,,,260150,9,,,2,2,2,97,101
76,1,1,0,,0,,1,4187.9,11,100000,8,501,2,2,2,2,69,69
70,2,1,,,0,,1,4187.9,9,6500,1,501,2,2,2,,60,
,1,,0,1,0,3,1,4187.9,8,32000,4,501,2,2,2,,93,69
,2,6,0,1,0,,,4187.9,10,61000,6,465,2,2,2,2,84,69
68,2,6,0,1,0,2,1,4187.9,12,169000,9,,,,2,2,113,113
95,2,3,,,0,2,1,4187.9,5,39600,5,501,,,1,1,166,113
45,,,0,6,,5,1,4187.9,11,,,501,,2,2,2,63,63
50,1,1,0,6,3,5,1,4187.9,11,31800,4,,,2,2,2,,63
,1,,0,,0,2,1,4187.9,12,713000,9,501,2,2,2,2,61,61
63,,,,,0,2,,,,0,0,501,2,,2,2,61,61
76,2,,,1,0,2,1,4187.9,10,71700,7,501,2,,2,2,59,
78,1,1,,,,2,1,4187.9,9,63200,6,501,2,2,2,2,70,60
73,1,1,0,,0,3,1,4187.9,,418000,9,,,2,1,2,53,54
65,2,1,0,1,0,3,,4187.9,10,2850,1,501,2,2,,2,55,54
22,,6,0,,,3,,4187.9,5,10900,,501,2,2,,,,54
61,1,1,,1,0,2,,4187.9,9,160000,9,501,2,,2,2,47,47
58,2,1,,6,0,,2,,5,0,0,501,2,2,2,2,49,
56,1,1,0,6,1,3,,4187.9,11,552200,9,501,2,2,2,,57,57
51,2,1,,6,1,,1,4187.9,9,111300,8,501,2,,2,,71,57
15,1,6,0,6,1,3,1,4187.9,3,0,0,501,2,2,2,2,71,57
77,1,1,0,1,0,2,1,4187.9,10,144700,9,501,2,2,,2,74,73
78,2,,0,,,2,,4187.9,9,66300,7,501,2,,2,2,65,73
38,,1,1,1,2,4,1,4187.9,11,552000,9,501,,,2,2,22,
,,1,4,1,2,4,1,4187.9,,171400,9,501,2,2,2,2,30,21
63,1,1,,1,2,4,1,4187.9,7,62000,6,,2,2,2,2,16,
53,2,1,0,1,2,4,,4187.9,8,73000,,501,,2,2,2,17,
79,,,,,,2,1,,11,36500,5,501,2,,2,2,71,
,1,,0,1,,2,1,4187.9,,117000,8,501,,2,,2,,72
56,1,,0,1,,,1,4187.9,11,308100,9,501,2,2,2,2,34,34
,2,1,0,6,0,2,1,4187.9,,173000,,,2,,,2,35,34
39,1,,0,,1,3,2,4187.9,11,100000,8,497,2,,2,2,114,114
28,2,1,0,2,1,3,2,4187.9,9,,1,,2,2,2,2,88,114
,1,6,,2,1,,2,4187.9,7,25000,4,,2,2,2,,,114
67,1,,0,1,1,3,1,4187.9,10,100200,8,501,,2,2,2,,13
56,,,0,1,1,,1,4187.9,12,110000,,501,2,2,2,2,13,13
46,,1,0,,0,2,,4187.9,9,,9,501,2,2,2,2,31,32
48,2,1,0,1,0,2,1,4187.9,10,90000,8,501,2,2,2,2,26,32
38,1,1,0,,,3,,4187.9,9,19000,,385,2,2,2,,67,67
,,1,0,1,1,,2,4187.9,9,60000,,385,2,2,2,2,69,67
69,2,1,0,1,0,2,1,4187.9,9,,9,501,2,2,,2,89,89
,1,1,0,,,2,1,4187.9,9,262000,9,501,2,,2,2,90,
43,,1,0,1,1,3,,4187.9,12,116000,8,,,2,2,2,11,11
,,1,0,1,1,,1,4187.9,12,150000,9,,2,2,2,2,11,11
,,,,1,2,4,2,4187.9,5,80000,,311,2,2,2,,130,131
34,,1,0,9,,4,,4187.9,,0,,311,2,,2,2,58,
,1,,0,6,,4,1,4187.9,10,130000,9,501,,2,2,2,94,94
53,2,1,0,6,,4,1,,9,120000,8,,2,2,2,2,113,94
25,,,0,6,0,4,1,4187.9,9,36000,5,,2,2,2,2,88,94
,2,3,0,6,0,4,1,,,9000,2,,2,2,,2,141,94
,2,,0,,2,,1,4187.9,12,100000,8,501,2,2,,2,18,
48,1,,0,6,,4,1,4187.9,11,200000,9,501,2,2,2,2,22,18
65,1,1,0,1,0,,1,,9,25700,4,501,,2,2,2,59,59
63,2,,0,1,0,2,1,4187.9,9,97000,8,501,2,2,2,2,,59
,1,1,0,,0,2,1,,9,38000,5,501,2,2,2,,,92
73,2,,,1,0,2,,4187.9,11,76100,7,,2,,,2,79,92
58,2,,0,1,,,1,4187.9,10,145000,9,501,,2,,2,115,
62,1,1,0,1,,3,1,4187.9,9,100150,8,501,2,,2,2,116,
16,2,6,0,1,,3,1,4187.9,4,0,0,501,,2,2,2,165,115
,2,1,0,1,,2,1,4187.9,9,44400,,501,2,,,,21,
71,1,1,0,1,,2,1,4187.9,11,512700,9,,2,2,2,2,,21
41,1,1,0,1,0,2,2,4187.9,6,55000,6,392,2,2,2,2,,47
31,1,1,0,,0,2,2,4187.9,,11200,,392,2,,2,2,48,47
50,2,,0,1,1,3,,4187.9,10,287000,9,,2,2,2,,57,
51,1,1,0,,,3,1,4187.9,,,9,501,2,,,2,54,
15,2,6,0,1,1,3,1,,4,2500,,501,2,2,2,2,74,57
,1,1,0,8,1,3,1,4187.9,,275000,9,501,,2,2,2,119,119
37,2,1,0,8,1,3,1,4187.9,10,0,0,501,2,2,2,2,115,
46,,1,0,1,1,,2,4187.9,10,105000,8,501,2,2,2,,68,
,2,1,0,1,1,3,2,4187.9,10,3300,1,501,,2,2,2,56,68
65,1,,0,,2,4,1,4187.9,,280000,9,501,,2,,2,,73
,2,,0,6,2,4,1,4187.9,10,,2,501,2,2,,,89,73
40,1,1,,1,2,,1,4187.9,12,242000,9,501,2,2,,2,49,48
35,2,1,0,1,,4,1,4187.9,12,83000,7,501,,2,2,2,45,48
32,1,1,0,6,1,4,1,4187.9,12,54000,6,298,2,2,2,,,71
33,,1,0,6,1,4,1,,12,,4,298,2,2,2,2,83,71
56,2,2,,6,1,4,1,4187.9,,0,0,298,2,2,2,2,121,71
33,1,6,4,,1,2,2,,4,,2,48,2,,2,2,,114
26,2,6,0,9,1,2,2,4187.9,,27200,4,207,,2,2,2,37,
32,1,1,0,6,0,2,1,4187.9,10,22000,3,129,2,2,2,2,46,46
32,,1,0,6,,2,1,,10,0,,129,,2,2,2,56,46
31,1,2,0,2,0,,1,,8,30000,,226,2,2,,2,83,46
41,2,1,,1,2,4,,4187.9,11,216000,9,501,2,2,2,2,16,17
42,1,,0,1,2,4,1,,11,170000,9,501,2,2,2,2,18,17
74,1,,,1,0,2,1,4187.9,11,443200,9,,2,,2,2,55,55
74,2,,,1,0,2,1,4187.9,10,12600,2,,,2,,,56,
,1,1,0,,,,1,4187.9,11,60400,6,,2,,2,2,42,
67,2,1,0,,0,2,1,4187.9,9,6000,,437,2,2,,2,44,
45,,1,,6,2,,2,4187.9,10,,,193,2,2,2,2,,70
40,,,0,6,2,,2,4187.9,,,0,193,2,2,2,2,59,
,1,1,,1,0,,1,4187.9,11,573600,9,501,2,2,2,2,59,
63,2,1,0,,0,2,1,4187.9,11,452400,,501,2,2,2,2,62,
51,2,1,0,1,,3,1,4187.9,11,0,,501,2,2,2,2,61,61
51,,1,0,1,1,3,1,4187.9,12,,9,501,2,2,2,2,57,61
34,1,1,0,2,0,2,2,4187.9,10,,8,501,2,,2,2,,47
,2,1,0,2,0,2,,4187.9,9,76000,7,501,2,2,2,2,41,47
39,2,1,0,1,1,3,,,12,165300,,501,2,,2,,51,52
39,1,1,0,1,1,3,1,4187.9,12,143250,,501,2,2,2,2,56,52
,1,,0,6,,,,4187.9,8,40700,5,343,2,,2,2,,66
66,2,1,,,0,2,1,4187.9,7,11900,2,343,2,1,2,2,65,66
,2,1,,6,1,3,1,4187.9,9,602000,9,501,2,,2,,92,92
,1,,,6,1,3,1,4187.9,,100000,8,,2,2,,,92,92
49,,1,0,1,2,4,,4187.9,9,200000,9,501,2,2,2,2,,49
49,2,,0,1,2,4,,,12,,9,501,,2,2,,40,49
16,1,6,0,1,2,4,1,4187.9,4,-1900,,501,2,2,2,2,57,49
33,1,1,0,1,,4,1,4187.9,10,120000,,501,2,2,2,2,60,60
35,,1,0,1,1,4,1,4187.9,,552000,,,2,2,2,,54,60
60,2,,0,,1,,,4187.9,9,25000,4,,2,2,2,2,74,60
58,1,1,0,1,0,2,,4187.9,11,262000,9,501,2,2,,,55,54
58,2,1,0,1,0,2,1,,10,39000,5,501,,2,2,2,56,54
30,1,1,0,,0,,2,4187.9,,85000,7,,2,2,2,2,48,48
29,2,1,,1,0,2,2,4187.9,10,65000,6,501,2,2,2,2,38,48
42,1,1,4,,3,,2,,10,,9,501,2,,2,2,57,56
,2,1,4,1,,5,2,4187.9,,54000,6,,2,2,2,,43,56
,2,,,1,,4,1,4187.9,,167000,,501,2,2,2,2,103,
51,,1,0,1,,,,4187.9,11,313300,9,501,2,2,2,2,116,103
,2,,0,1,,,1,4187.9,4,0,,501,,2,2,2,158,103
,2,1,0,6,0,2,1,4187.9,9,5400,1,457,2,2,2,2,93,93
,,1,4,1,0,2,1,4187.9,10,72000,7,457,2,2,2,2,,93
71,1,4,,1,,,,,9,69600,7,,2,2,2,2,125,
,1,,,1,0,3,1,,9,140000,9,501,,2,2,2,,53
52,2,1,0,1,0,3,1,4187.9,10,133000,9,501,2,2,2,2,62,53
18,,6,0,1,0,3,1,4187.9,5,,,501,2,2,,2,62,53
56,1,,0,2,1,4,2,4187.9,12,,7,501,,2,2,2,263,263
49,2,1,0,2,,,2,4187.9,12,192000,,,2,2,,2,255,263
23,,,0,2,,4,2,4187.9,,42000,5,501,2,,2,2,377,263
59,2,2,0,2,1,4,2,4187.9,4,0,0,0,2,,,2,496,
46,,4,0,1,3,4,1,,10,557000,9,501,2,2,2,2,17,
48,1,1,0,1,3,,1,4187.9,10,260000,9,,2,2,2,2,123,123
,2,1,0,1,3,,1,,,,9,501,2,,2,2,104,123
15,1,,0,1,3,5,,4187.9,4,,,,,2,2,2,146,123
60,1,1,0,1,0,2,1,4187.9,,140000,9,501,2,2,2,2,55,55
59,2,1,0,1,0,,1,4187.9,9,53000,6,501,2,2,,2,56,
44,2,1,,1,2,4,1,4187.9,10,185000,9,501,2,2,2,2,34,35
47,1,1,0,1,2,,1,4187.9,10,,9,501,,2,2,2,39,35
38,2,2,0,6,2,4,,,,,,,2,2,,2,55,56
64,2,2,0,6,2,4,2,4187.9,5,7200,2,,2,2,2,2,81,56
45,2,4,0,1,1,,1,4187.9,10,120000,8,501,,2,2,2,,53
38,1,1,,1,2,,1,4187.9,,,8,412,2,2,2,2,67,68
,2,1,0,1,2,4,1,4187.9,,6000,1,412,2,2,2,2,63,68
,,1,0,1,0,2,1,,7,28830,4,,,2,2,2,47,
72,2,1,0,,0,2,1,4187.9,,136200,9,501,2,,,2,49,47
61,2,6,,,0,2,,4187.9,10,100180,8,501,,,2,2,118,118
84,2,4,,1,0,,2,4187.9,10,9800,2,501,2,2,,2,174,
,1,1,0,1,0,2,1,,12,194030,9,501,2,,2,2,21,
67,2,1,0,1,,2,1,4187.9,10,111030,8,501,2,,,2,,20
67,,1,0,1,,2,1,,10,383800,9,501,2,2,2,2,58,59
,2,1,0,1,0,2,1,,9,0,0,,2,2,2,2,62,59
,1,1,0,1,3,5,1,4187.9,,225000,9,501,2,,2,2,,
44,2,1,0,1,3,,1,4187.9,10,,9,501,2,2,2,,,64
74,,,0,8,0,2,,,7,86200,7,501,2,2,2,2,107,
51,,6,0,,,2,1,4187.9,,0,0,,2,2,2,2,204,107
43,1,1,0,1,2,,1,4187.9,8,125000,8,,2,2,2,,,58
54,2,,0,6,,4,1,4187.9,9,0,0,497,2,2,,2,67,
17,1,6,0,9,,4,1,4187.9,4,3000,1,497,2,2,2,2,68,58
58,2,1,0,1,0,,1,4187.9,11,370000,,501,2,2,2,2,34,
72,1,,,1,0,2,1,4187.9,12,264000,9,501,2,2,,,34,34
59,1,1,0,1,1,3,1,,,552000,9,501,2,2,2,2,93,94
,,1,4,8,1,3,,4187.9,12,77500,,,2,2,,2,98,94
51,,,0,1,0,4,1,4187.9,5,100000,8,501,2,2,2,2,,61
49,2,,,1,0,4,1,,5,,4,,2,2,2,2,56,61
24,1,6,0,1,0,4,1,4187.9,7,,,501,2,2,2,,96,61
20,2,6,0,1,,4,1,4187.9,,0,,,2,2,2,,73,
68,,1,0,,0,2,1,4187.9,7,59200,6,501,2,,2,2,75,74
66,2,1,,,0,2,1,4187.9,9,102080,8,501,2,2,2,2,,74
84,2,,,1,,3,1,4187.9,9,57800,6,,2,2,2,1,194,194
55,1,6,0,,0,3,1,4187.9,5,0,0,414,1,2,2,2,260,194
31,1,4,0,,,3,1,,5,25000,,,,2,2,2,300,194
45,,,0,1,0,2,1,,,124620,8,501,2,,2,2,76,77
38,2,1,,1,0,2,1,,11,96120,8,501,,2,2,2,70,77
61,2,1,0,,0,2,1,4187.9,11,,9,501,2,,2,2,,21
,1,1,,1,0,,,4187.9,11,38000,5,,2,2,,2,25,21
65,1,1,0,1,0,,1,4187.9,9,49900,5,,2,2,2,2,38,38
60,2,1,0,,0,,1,4187.9,,1500,1,,1,,2,2,,38
28,,6,0,1,,,1,4187.9,7,11000,,258,2,,,2,49,38
26,,6,0,1,,4,1,4187.9,7,5000,1,258,2,2,2,2,47,
86,1,1,0,1,0,2,1,,11,436000,9,,2,2,2,1,63,63
79,2,1,,,,2,1,,9,0,0,501,2,,,2,57,63
73,1,,,,0,2,1,4187.9,,264000,9,,2,,2,2,76,76
70,2,1,0,2,0,,1,4187.9,11,119300,8,501,,,2,2,,
48,2,1,4,8,,4,,,10,200000,9,501,2,2,2,2,200,200
53,,1,4,8,,4,1,4187.9,,141000,9,,2,2,2,2,224,200
43,2,,0,1,1,2,,4187.9,7,57100,,328,2,,2,2,16,17
51,1,1,0,2,2,,1,,9,552000,9,501,2,2,,,53,53
,,1,0,2,2,4,1,4187.9,9,,,501,2,2,2,2,57,53
17,2,6,0,2,2,,1,,,300,,,,2,2,2,,53
50,1,1,,1,1,,1,4187.9,11,,,501,2,2,2,2,73,
43,2,1,4,1,1,3,1,4187.9,10,,2,501,2,2,,,64,73
75,1,1,0,1,0,3,1,4187.9,11,695000,,501,,2,2,1,66,66
58,2,1,0,6,0,,1,4187.9,10,,,501,2,2,,2,,66
29,,,0,6,0,3,1,4187.9,,68000,7,,2,2,2,2,54,66
69,1,1,0,1,,2,1,4187.9,11,412000,,,,,2,2,87,88
67,2,1,0,1,0,2,1,4187.9,,262000,9,501,2,2,2,2,88,88
,2,1,0,,0,3,1,4187.9,11,55000,6,501,2,2,2,2,51,52
59,1,1,0,1,0,3,1,,11,602000,9,501,,2,2,2,53,52
24,2,6,0,,0,3,1,4187.9,,20350,,501,2,2,2,2,64,52
,1,1,0,6,0,2,,4187.9,11,532000,9,501,,2,,,,76
62,2,1,0,6,,2,1,4187.9,10,172000,,,2,2,2,2,66,76
53,1,1,,1,0,,1,,11,,9,501,2,2,2,2,56,56
51,2,1,0,1,0,2,,4187.9,11,192900,9,,,2,2,,63,56
67,2,1,0,1,0,2,1,4817.2,10,16400,3,501,,,2,1,100,100
70,1,,,1,0,2,1,4817.2,10,78100,8,501,2,2,,2,104,
66,2,1,0,1,0,2,1,4817.2,10,,,501,2,,2,,,
65,1,1,0,1,0,2,,4817.2,11,431000,9,,2,2,2,,90,87
45,1,1,0,1,1,5,2,4817.2,,42000,6,,2,2,2,2,370,
40,2,1,0,1,1,5,2,4817.2,4,0,0,136,2,2,,2,360,370
21,2,,0,1,,5,2,4817.2,7,1400,1,,2,2,2,2,487,
20,2,6,0,1,,5,2,,,0,0,136,2,2,2,2,486,370
16,,6,0,1,1,5,2,4817.2,,0,,136,2,2,2,2,265,
76,1,1,,,,2,1,4817.2,11,54400,7,501,,2,2,2,59,59
68,2,,0,1,0,2,1,4817.2,11,51800,,501,2,,2,2,,
42,1,1,0,1,0,,2,4817.2,12,120000,9,501,2,,,,210,210
,2,1,0,1,0,2,2,4817.2,10,82000,,501,2,2,,2,243,210
,1,1,0,1,0,3,1,,10,75000,,,2,2,,2,74,
55,2,1,0,,0,3,1,4817.2,10,95000,9,501,2,2,2,2,65,73
23,,6,0,1,0,3,1,4817.2,9,9300,2,501,2,,2,,,73
52,2,,0,3,0,2,1,4817.2,10,105000,9,,2,2,2,,,116
51,1,1,0,1,0,,,4817.2,,20000,4,501,2,2,2,2,89,
,2,1,,,0,4,2,4817.2,9,196900,9,,1,,2,2,59,59
72,1,1,0,2,0,4,2,4817.2,6,18400,3,,2,2,,2,60,59
,2,2,0,2,0,4,2,4817.2,7,5000,,501,,2,2,2,94,59
,,1,0,1,3,5,2,,,,,186,2,,2,2,38,37
29,,1,,1,3,5,2,4817.2,9,33500,,186,2,2,2,2,,37
33,1,6,0,9,0,,2,,,50000,,253,2,2,2,2,78,79
,1,1,0,9,0,,2,4817.2,9,0,0,,2,1,2,2,216,79
57,2,1,0,9,0,,,4817.2,8,0,0,253,2,2,2,2,,79
74,1,1,,1,0,2,,,10,71800,8,501,2,2,2,2,60,
73,2,1,0,1,0,2,1,4817.2,12,591000,9,501,2,,2,,,59
,1,1,0,1,0,4,1,4817.2,11,656000,,,2,2,2,2,94,94
60,2,,0,1,0,4,1,,,,0,501,2,2,2,2,82,94
,2,6,0,,0,4,1,,9,,1,501,2,2,2,2,,94
21,2,6,0,1,,4,1,,7,7000,,501,2,2,2,2,112,94
70,2,3,0,,0,2,2,4817.2,11,176100,9,,,2,2,2,50,49
66,2,,0,1,0,2,2,4817.2,10,59300,7,501,,2,2,2,54,
64,2,6,,,0,2,2,4817.2,,25100,4,190,2,1,2,,55,
52,1,1,0,6,2,4,2,,11,28000,5,108,2,1,2,2,105,105
43,2,1,0,6,,4,2,4817.2,7,0,,108,2,,2,2,154,105
49,1,,0,1,0,2,1,4817.2,,436500,9,501,2,2,,2,102,102
51,2,1,0,1,0,,1,4817.2,11,451500,9,501,2,,,2,102,102
56,2,4,0,1,,2,,4817.2,,31000,,,2,2,,2,166,
17,2,,0,1,1,2,2,4817.2,4,0,0,,2,2,2,2,186,166
67,1,1,,1,0,2,1,4817.2,12,10000,2,501,2,,2,2,,
66,2,,,,0,2,1,4817.2,10,113000,9,501,,2,2,,90,91
34,2,6,0,1,0,2,1,,5,23000,4,173,2,2,2,2,99,91
59,1,6,,2,0,,1,4817.2,7,32400,5,302,2,2,2,2,232,
60,1,6,0,,0,3,1,4817.2,5,6420,1,,1,,1,1,249,232
77,2,3,,,0,3,1,4817.2,,21600,,302,1,,2,2,248,232
46,2,4,0,6,0,2,,4817.2,,34000,5,200,,2,2,,134,135
18,1,,0,6,0,,,,,0,0,200,2,2,,2,,135
50,2,1,0,1,2,4,1,4817.2,12,185000,9,501,2,2,2,2,,66
46,1,,,1,2,,1,4817.2,9,195000,,,2,2,2,2,,66
16,2,6,0,,2,4,1,4817.2,,,1,501,2,2,2,2,75,66
58,1,,0,,0,2,,,,0,0,353,2,2,2,2,,98
64,2,1,0,1,0,,1,4817.2,10,59800,7,,,2,2,2,86,98
58,2,1,0,1,0,2,1,4817.2,9,431100,9,501,,2,2,2,165,164
59,1,1,0,,0,2,,4817.2,10,263000,9,,2,,,2,196,164
68,2,,0,1,0,2,1,,,84000,8,501,2,2,2,2,,54
,1,1,0,6,0,2,1,4817.2,12,163000,9,501,2,2,2,2,,54
47,,4,0,,1,3,2,4817.2,9,75000,8,,2,,2,2,255,255
18,,6,0,9,,3,2,4817.2,,3000,,380,2,2,2,2,388,255
52,1,1,,8,0,2,2,4817.2,4,52000,7,384,2,,2,2,87,87
54,2,,0,1,0,2,2,4817.2,8,12800,3,,2,2,2,,74,
66,2,1,0,1,0,,1,4817.2,10,22000,4,501,2,2,,2,86,86
72,1,,0,1,0,,1,4817.2,,162000,9,501,2,2,,2,88,86
,1,1,0,1,1,3,2,4817.2,10,200000,9,,2,2,,2,93,93
32,2,1,0,,1,3,2,4817.2,10,38600,6,501,2,2,2,2,107,93
29,2,1,0,1,0,2,2,4817.2,,116000,9,501,,,2,,149,150
29,1,,0,,0,2,2,4817.2,,65000,8,501,2,2,2,2,186,150
,1,1,0,1,0,2,1,,9,43700,6,350,2,,2,2,57,
84,2,1,,1,0,,,4817.2,5,9700,,350,2,2,,2,59,56
,1,1,0,,0,2,1,4817.2,9,42800,6,501,2,2,2,2,59,
67,2,1,,1,0,2,1,4817.2,9,51000,7,501,2,,2,2,59,60
74,2,,0,1,0,2,1,4817.2,9,43500,6,501,2,2,2,2,58,
74,1,1,0,1,,2,1,4817.2,9,120100,9,501,2,2,2,2,63,59
33,,1,0,1,1,3,1,,11,110000,9,501,,2,2,2,67,68
,,,0,1,1,3,,4817.2,11,100000,9,501,2,2,2,2,78,68
33,1,,0,1,1,3,1,4817.2,,60000,7,292,2,2,2,2,65,65
31,2,,0,1,1,3,1,4817.2,4,0,0,292,,,2,2,76,65
45,,,,1,,,,4817.2,9,,9,,2,2,,2,48,48
41,2,1,0,1,3,5,1,4817.2,7,0,0,382,2,2,2,,47,48
40,1,1,0,1,0,2,1,,7,35000,5,501,2,2,2,2,,56
,2,1,0,1,0,2,1,4817.2,9,75000,8,501,,2,2,2,,56
44,,1,0,,2,4,1,4817.2,12,426000,,,2,2,,2,68,68
,1,,0,1,2,4,1,4817.2,12,,9,501,2,2,2,2,80,68
37,2,6,0,2,1,2,2,4817.2,8,26000,4,150,2,2,2,2,99,100
,1,6,0,2,1,2,2,4817.2,6,40000,6,305,2,,2,2,142,
54,,1,,1,0,,1,4817.2,10,6000,,501,2,2,,2,86,86
57,1,1,0,1,0,3,1,4817.2,10,,9,501,2,2,2,2,99,86
23,2,6,0,1,,,1,4817.2,6,0,0,501,,2,2,2,116,86
55,,,,1,2,4,1,4817.2,9,125000,9,487,2,2,,2,,168
51,2,,0,,2,4,1,,8,0,0,487,,2,,,154,168
16,1,6,0,1,2,4,1,4817.2,4,0,,487,,2,2,2,109,168
,2,1,0,1,0,2,2,4817.2,10,105000,9,501,2,2,2,2,65,65
,1,1,0,1,0,,2,4817.2,9,52000,7,501,2,2,2,2,57,65
24,2,6,0,,2,3,2,,7,46600,,227,2,2,2,2,367,367
42,2,,0,1,1,3,,4817.2,10,,1,501,2,2,2,2,73,
54,1,1,,6,1,3,,,9,150000,9,501,,,2,,63,
65,1,,0,1,0,2,2,4817.2,6,39600,6,324,2,,2,2,78,79
29,1,6,0,1,0,,2,4817.2,9,,2,324,,2,2,,94,79
31,2,1,0,,0,2,2,4817.2,11,,,501,2,2,2,2,,91
29,1,1,0,6,0,2,2,4817.2,11,79000,,501,2,,2,,,91
80,1,1,,1,0,,1,4817.2,12,243000,,501,2,,2,,83,82
67,2,1,0,1,0,2,,4817.2,10,10000,2,,2,,2,2,72,82
40,1,,0,,0,2,1,4817.2,12,,8,501,2,2,,2,109,109
36,2,,0,,,2,1,4817.2,,202000,9,501,2,2,2,2,95,
,2,1,0,1,,,,4817.2,10,30000,,,2,2,,2,77,77
46,1,1,0,1,,5,1,4817.2,11,45000,6,248,2,2,2,2,81,77
16,,6,0,1,3,5,1,,4,50,1,248,2,2,2,2,90,77
86,1,1,,1,0,2,1,,6,298700,9,,2,2,,2,86,
,2,1,0,,0,2,1,4817.2,,5100,1,501,2,,2,2,228,
58,1,,,1,1,3,1,,11,220000,9,,2,2,2,2,88,
,2,,0,,1,3,1,4817.2,10,20000,4,501,2,2,2,2,77,
15,2,6,0,1,1,3,1,4817.2,4,,0,501,2,2,2,2,90,88
41,,4,0,1,2,3,1,4817.2,,53000,7,258,2,2,2,2,133,133
,2,1,0,,1,3,,4817.2,10,,8,501,2,2,2,2,128,129
50,1,1,0,1,,,1,4817.2,10,176300,9,501,2,2,2,2,127,129
17,2,6,0,1,,3,,4817.2,4,3600,1,501,2,2,,2,146,129
