AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,DENSITY,EDU,PINCP,PINCP_DECILE,POVPIP,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
30,1,,0,1,,,2,16.3,,410,0,3,2,2,2,,265,734
65,2,1,0,3,0,,1,16.3,8,,,167,2,2,2,2,16,16
65,1,1,0,3,,5,1,16.3,5,19900,,167,2,,2,,9,
44,,6,0,3,,5,1,,8,0,,167,2,,,2,43,
16,1,6,,,0,5,1,,4,0,0,167,2,2,2,2,16,16
15,1,6,0,3,0,,1,,4,0,0,,2,2,2,2,15,16
63,2,1,0,1,0,2,,,6,31500,,300,2,,2,2,75,75
67,1,,0,1,0,2,,16.3,,19100,4,,2,,2,2,93,75
64,1,1,,,0,3,1,16.3,7,28700,5,471,2,2,2,2,,59
,2,1,0,,,3,,16.3,,28700,5,471,2,2,2,,39,
29,2,,0,1,,3,,16.3,9,36070,6,,2,,2,2,52,59
,1,1,0,1,0,2,1,16.3,7,24000,4,,,2,,2,42,41
50,2,1,0,,0,2,1,16.3,5,36000,6,354,2,2,2,2,17,41
24,1,1,0,,,,2,16.3,9,,2,76,2,2,,2,32,32
23,2,,0,1,,,,16.3,7,3000,1,76,2,2,,2,33,32
75,,1,,1,0,,1,16.3,7,7250,2,472,2,2,,2,25,25
,2,,0,,0,2,1,,9,65000,,472,2,,,2,18,25
76,1,,,1,0,2,1,16.3,,67020,8,501,2,2,2,1,11,11
75,2,,,1,0,2,,16.3,7,10100,,501,2,2,,2,15,
73,1,1,,1,0,,1,16.3,9,61600,,448,2,2,2,2,,69
65,,1,0,1,0,2,1,,6,7500,2,,2,,2,2,43,69
30,1,1,0,,1,,1,16.3,10,,7,413,2,,2,2,72,72
,2,1,,1,1,3,1,16.3,10,37000,6,413,2,2,2,2,88,
67,1,1,0,1,0,2,1,16.3,7,27500,5,,2,,2,2,8,8
,2,,,1,0,2,1,,7,,5,364,2,1,2,,8,8
22,2,6,0,3,1,2,1,16.3,7,24500,4,139,2,2,,2,21,
64,1,1,0,1,0,2,1,16.3,7,30000,,296,2,2,2,,17,
64,,,0,1,0,2,1,,9,20000,,296,,,2,,14,17
57,1,1,0,,,2,1,16.3,7,35000,6,207,2,,2,2,74,
58,2,1,0,1,0,2,1,16.3,,,0,,2,2,2,2,75,74
66,2,,0,1,0,2,1,16.3,10,31200,5,,2,2,2,2,11,11
,1,1,0,1,0,2,1,,,2000,,218,2,,2,,13,11
43,,1,0,1,2,4,1,16.3,5,100000,9,390,,2,2,2,,69
42,2,1,0,1,,4,1,16.3,6,0,,390,2,2,2,,47,
,2,1,,1,3,5,1,16.3,7,33050,,316,2,2,2,2,21,21
35,1,1,0,,,5,1,16.3,7,62000,,316,2,2,2,2,14,
60,,1,0,1,0,,1,16.3,5,,9,501,2,2,2,,104,
66,,1,0,1,0,2,1,16.3,7,10700,,501,,2,,2,,
68,1,1,0,1,0,,1,16.3,9,37600,6,345,,1,2,2,105,105
68,2,1,,1,0,,1,16.3,8,15600,3,345,2,2,2,2,98,105
70,1,,0,1,,,1,16.3,6,37510,6,318,2,2,2,2,,121
71,2,1,0,1,0,,1,16.3,5,,2,318,2,2,2,,111,121
68,2,1,0,,,2,1,16.3,8,,,501,2,2,2,2,46,46
,1,1,0,1,0,2,1,,8,179900,9,501,2,,2,2,50,46
,2,1,,1,0,6,1,,,42000,6,365,2,2,2,2,,18
54,1,1,0,1,0,6,1,16.3,7,52000,7,365,,,,,20,18
21,2,6,0,1,0,,1,16.3,5,15000,3,365,2,,2,2,16,18
75,1,3,0,1,0,6,1,16.3,5,12040,3,,2,2,2,2,14,
51,1,4,,1,0,6,1,16.3,5,12000,2,365,2,2,,2,18,18
,2,1,0,1,0,2,,16.3,,56000,7,501,,2,2,2,75,74
68,1,1,0,1,0,2,1,,9,51600,7,501,2,2,2,2,,
39,2,,0,1,,6,,16.3,7,,5,,,2,2,2,123,123
43,1,1,0,9,,,1,,7,,6,,2,2,2,2,271,123
67,1,,0,,2,6,,16.3,7,9000,2,,1,,2,1,87,123
65,2,1,0,1,2,6,,,7,9000,2,242,2,,2,2,96,
,1,,0,1,2,5,1,16.3,9,,4,80,2,,2,,54,
52,2,1,0,1,2,5,,16.3,,,,80,2,2,2,,48,54
16,1,,0,1,,5,1,16.3,4,0,,80,2,,2,2,73,54
15,1,6,,1,,,1,16.3,4,0,0,,2,2,2,2,,54
57,,1,0,1,0,2,1,16.3,6,12000,2,339,2,2,2,2,68,68
,1,,0,1,0,2,1,16.3,5,45000,,339,2,2,2,2,74,68
62,2,,0,1,0,2,1,16.3,10,6600,1,501,2,2,2,2,31,31
63,1,1,0,,0,,1,16.3,,,,501,2,2,2,2,42,31
,2,1,0,1,,2,1,16.3,7,50000,7,250,,2,2,,21,21
57,1,,0,,0,2,,16.3,7,-7600,0,250,,,2,,29,21
61,1,1,0,1,0,2,,16.3,,30,0,47,2,2,2,,17,
60,,,0,1,0,2,,,5,8000,2,47,2,,2,2,12,17
62,2,,0,,0,2,1,16.3,9,55000,,,2,2,2,2,29,30
67,1,,0,,0,2,1,,7,60000,8,501,2,2,2,,31,30
70,2,,0,,0,2,1,16.3,9,59400,,501,,2,2,2,64,64
71,1,1,0,1,,,1,16.3,9,78000,8,501,,2,,2,68,64
50,1,1,0,1,0,5,1,16.3,5,90000,9,435,2,2,2,2,277,277
,2,1,0,1,,5,1,16.3,,,,435,2,2,,2,224,277
24,,6,0,,0,5,1,16.3,7,18000,3,435,2,,2,2,213,277
20,1,6,0,1,0,5,1,,5,,,,2,2,,2,231,277
39,2,1,0,1,0,2,1,16.3,7,,0,501,,2,2,,,
46,,1,0,1,0,2,,16.3,5,200000,9,501,2,2,2,1,226,78
49,2,2,0,1,0,,1,16.3,5,0,0,0,1,,2,2,,
50,2,,0,,0,2,,16.3,5,15000,3,501,2,,,2,83,84
44,1,,,3,0,2,,16.3,5,75000,8,,2,,2,2,98,84
,,1,0,1,0,2,1,,7,30000,5,384,2,2,2,2,15,
40,1,,0,,,,,16.3,7,,6,384,2,2,,2,,15
46,2,1,0,1,1,5,1,16.3,7,,3,130,2,,2,2,,
51,1,1,,1,1,5,1,16.3,4,14000,3,130,2,2,,2,49,56
,2,6,,1,1,5,1,,,600,1,130,1,2,1,2,,56
18,1,6,0,1,,5,1,16.3,4,10900,2,130,2,2,2,2,45,56
30,2,,0,1,1,3,1,,7,,6,,2,,2,2,45,45
43,1,1,0,3,1,3,1,16.3,5,42000,,378,2,2,2,2,58,45
30,2,6,0,1,,3,,16.3,7,2500,1,12,2,2,2,,100,101
31,1,,0,,2,3,1,16.3,8,31000,5,,2,2,2,2,96,101
58,1,1,0,1,0,4,1,16.3,7,6000,1,122,2,,1,2,,15
63,2,,0,3,,4,,16.3,11,18500,4,122,2,2,2,2,13,
30,2,6,0,3,0,4,1,16.3,7,,2,122,2,2,2,2,56,15
56,1,1,0,1,0,,1,,5,78000,8,501,,2,2,,30,31
,2,1,0,1,0,2,,16.3,5,28000,5,501,2,2,2,2,23,31
78,2,1,0,,0,,,16.3,5,,2,,2,2,2,2,,15
,1,1,0,1,0,2,1,16.3,5,375750,9,501,2,2,2,2,,15
,1,1,0,1,1,3,1,16.3,7,72000,,501,,2,,2,50,50
,2,1,1,1,1,3,1,16.3,5,30000,5,,2,2,,2,,50
,1,,1,1,1,3,1,16.3,4,0,0,501,,2,2,2,17,50
68,1,1,0,1,0,2,1,16.3,9,52200,7,384,,2,2,2,59,59
68,2,1,0,1,0,2,1,16.3,9,6910,,384,2,2,2,2,61,59
38,2,1,0,3,2,,1,,,0,0,54,2,2,2,2,188,188
46,,,,1,2,5,1,16.3,5,6000,,54,2,2,2,2,113,188
19,2,6,0,1,2,5,1,16.3,,8000,,54,2,,2,2,147,188
16,2,6,,1,,5,1,16.3,4,3000,1,54,2,2,2,2,141,188
60,1,1,,1,,,,,4,48000,7,305,2,2,2,2,87,87
64,,1,0,1,0,2,1,16.3,7,,1,305,,1,2,2,72,87
43,2,1,0,1,,,1,16.3,7,,6,433,2,2,2,2,106,106
45,1,1,,1,0,3,1,16.3,,36000,6,433,2,2,2,2,122,106
,1,6,0,,,,1,,,12900,3,433,,2,2,2,176,106
,,1,0,1,0,2,1,,7,11300,2,,2,2,2,2,,149
88,1,1,0,1,,2,1,16.3,8,,3,167,1,2,2,,69,149
,1,1,0,1,0,2,1,16.3,6,40700,,384,2,2,,2,70,
76,2,1,,1,0,2,1,,7,17800,3,384,,,2,2,90,
,1,6,0,1,0,,,16.3,7,,4,205,2,2,,2,17,18
85,2,,,1,0,2,,,,12600,3,205,2,2,2,2,35,18
45,2,1,1,1,3,6,1,16.3,,11000,2,63,2,2,2,2,,107
46,1,1,0,9,3,6,1,16.3,5,11000,2,63,2,2,2,2,201,
18,1,6,1,9,3,,1,16.3,5,0,0,63,,2,2,2,581,107
16,2,6,,9,3,,1,16.3,4,0,0,63,2,2,2,,264,
56,1,1,0,1,1,3,1,16.3,11,150000,9,501,2,,2,2,,60
,2,1,,1,1,3,,16.3,10,70000,8,501,2,2,2,,45,60
17,,6,0,1,1,3,,16.3,,0,0,501,1,2,2,2,98,60
37,,,0,1,3,5,1,,10,71500,,246,2,2,,2,25,25
37,,1,0,1,3,5,1,16.3,5,2890,1,,2,2,2,2,14,25
67,1,1,0,1,0,2,1,16.3,7,51600,7,501,,2,2,2,17,18
64,,,0,1,0,2,1,16.3,7,,8,501,,2,,,23,18
54,,1,0,,1,4,1,16.3,8,,5,427,2,2,,1,82,
54,,1,,3,1,4,,16.3,10,55000,7,427,2,2,2,2,82,83
28,1,,0,3,1,4,1,16.3,,25000,4,,2,2,2,2,,83
,2,6,0,3,1,4,1,16.3,4,6000,1,427,2,,,2,103,83
68,1,,0,1,0,,1,16.3,9,53000,,,2,,2,2,,25
68,2,1,,1,,2,1,16.3,7,19800,4,,2,2,2,2,25,25
42,2,6,0,1,1,2,2,16.3,7,36000,6,206,2,2,2,2,,
46,1,1,0,3,,,1,16.3,5,0,0,0,2,2,2,2,72,72
47,2,,0,3,2,4,1,,7,0,0,0,2,2,2,,,72
,2,1,0,,,,,16.3,7,0,0,171,2,2,2,,134,134
23,1,1,0,1,1,3,,16.3,7,35000,6,171,,2,2,2,145,134
,2,4,0,,2,3,2,16.3,5,19600,4,,,2,2,2,52,51
,1,6,0,3,2,3,2,16.3,6,10000,2,76,2,2,2,2,63,51
17,1,,0,3,2,3,2,16.3,4,500,,99,2,2,2,,79,51
61,1,1,0,,0,,1,16.3,5,60000,8,459,,2,2,,21,21
,,1,,5,,2,1,,,18000,,459,2,2,2,,,21
18,1,6,0,,0,3,2,16.3,4,,2,429,2,2,,2,26,26
29,1,6,0,,0,3,2,16.3,8,42690,6,429,2,,2,2,19,26
53,,4,0,,0,3,,16.3,9,34004,5,429,,2,2,2,12,
68,1,1,0,1,0,,1,16.3,7,,3,196,2,,,2,12,
69,2,1,0,1,0,,1,16.3,,16100,3,196,2,2,1,,11,
37,2,,0,,5,,1,16.3,7,0,0,265,2,2,2,2,17,17
39,1,,0,,,7,1,16.3,9,101000,9,265,2,,,2,24,17
61,2,,,,0,,1,16.3,4,,,261,2,2,2,2,24,24
66,1,,0,3,0,,1,16.3,7,40000,6,261,2,2,2,2,20,24
36,2,,0,,,,,16.3,7,0,0,261,2,,2,,93,24
,,,,,1,3,2,16.3,7,,2,249,2,2,2,2,,23
39,2,,,1,1,3,,16.3,9,41000,6,,1,2,2,2,23,23
31,,1,,1,2,4,,16.3,9,,,425,2,2,2,2,20,20
32,1,1,0,1,,,,,8,90000,,425,2,,,2,,20
90,1,3,0,1,0,2,1,,5,21400,4,297,2,1,1,,112,113
56,2,4,0,1,0,2,1,16.3,7,24000,4,,2,2,2,2,407,113
34,2,,0,1,,6,,,7,42000,6,317,2,2,2,2,,77
39,1,1,0,,4,6,1,16.3,7,66100,8,317,2,2,2,2,138,77
15,1,6,0,1,4,6,1,16.3,4,0,0,317,2,2,,2,156,
37,,1,,1,3,,1,16.3,10,6000,1,162,,2,2,,60,60
40,1,1,0,1,,5,1,16.3,9,43000,,162,2,2,2,,,60
58,2,1,0,,0,2,1,16.3,,,3,,,,2,,24,24
58,1,1,,1,0,2,1,16.3,7,38400,6,317,2,2,2,2,42,24
52,2,4,4,1,2,3,2,16.3,11,73000,8,360,2,,2,2,11,12
17,2,6,4,1,2,3,2,16.3,,0,,360,,2,2,,18,12
16,,6,,1,2,3,2,16.3,4,0,,360,2,,,2,17,12
,2,6,0,3,0,4,1,16.3,5,20600,4,,,2,2,2,110,110
33,2,6,0,3,0,4,1,16.3,5,18000,3,151,2,2,2,2,,110
,,4,0,,0,,1,16.3,7,8290,,129,2,,2,2,,19
17,1,6,0,3,0,2,1,16.3,4,14400,3,129,2,2,2,2,31,
25,2,4,,1,3,4,2,16.3,5,12200,,47,2,2,2,2,86,
24,1,6,,,3,,2,16.3,6,5000,1,38,2,,2,2,,86
,2,1,0,1,,2,1,16.3,8,,,496,2,,2,2,14,
62,1,1,0,1,0,,1,16.3,7,67000,,496,2,,2,2,,14
55,1,,0,1,0,3,1,16.3,,52000,7,411,,2,,2,96,96
23,2,,0,1,,3,1,16.3,,31400,5,411,2,2,2,,,96
68,,,0,1,0,2,1,16.3,5,29600,5,193,2,,2,2,,83
57,2,1,0,3,0,2,1,16.3,5,0,0,193,2,2,2,,83,83
60,,1,0,,0,2,1,16.3,6,14800,,262,1,1,,,153,153
74,1,1,0,1,,2,1,16.3,10,29800,5,262,2,2,2,2,,153
72,2,3,,1,,2,,16.3,,0,,161,2,2,2,2,142,
,2,,0,1,0,2,2,,5,24500,4,161,2,2,2,,330,142
63,1,1,0,1,0,2,,16.3,8,49410,7,,,2,2,2,38,
65,2,1,0,1,0,,,16.3,9,30800,5,,2,2,2,,,38
,1,1,0,1,0,2,1,16.3,,67020,8,501,2,2,2,2,16,15
75,2,1,0,1,0,2,,,,201800,9,501,2,2,2,2,17,15
,2,1,,1,0,2,1,16.3,5,42900,6,340,,2,,,58,59
53,1,1,0,,0,2,1,16.3,7,15000,3,340,,2,2,2,71,
,2,1,0,1,1,3,,16.3,7,35000,6,501,2,2,,2,80,80
50,1,1,0,,1,3,1,16.3,7,90000,,,2,,,2,70,80
17,2,6,,1,1,3,1,16.3,4,,0,501,1,2,2,1,110,
72,,1,0,9,0,2,1,,7,80000,8,501,2,1,2,2,22,
,2,1,,1,0,2,1,,5,35000,6,,2,2,2,2,22,
,1,1,0,,,,,16.3,5,24000,4,501,2,2,2,,62,62
63,2,1,0,1,,2,1,16.3,9,67000,8,501,,2,2,2,,62
76,1,1,0,,0,2,1,,7,36600,6,289,2,,2,,113,
73,2,1,0,1,0,2,1,16.3,7,,2,289,2,2,2,2,,
40,2,1,0,,2,4,1,,8,26700,,,2,,2,,113,113
,1,1,,,2,,1,16.3,8,,8,364,2,2,2,2,180,
56,2,1,0,3,0,5,1,,5,0,0,314,,1,1,1,45,44
57,,1,0,,0,,1,16.3,4,,,314,2,2,,,82,
35,1,4,0,,0,5,,16.3,7,40000,,314,2,2,2,2,,44
29,2,6,0,,,5,,16.3,8,,4,,2,2,2,,140,44
,1,1,0,1,0,2,1,,8,-7600,,14,2,2,,2,9,9
,2,1,,1,0,2,1,16.3,6,10000,2,14,2,2,2,2,12,9
,1,1,0,,0,,1,16.3,,80000,8,501,2,2,,2,69,69
49,2,1,0,1,0,,1,16.3,8,30000,5,501,2,,2,2,105,69
,2,1,0,1,3,,1,16.3,7,,0,333,2,,2,2,326,326
44,1,1,0,1,3,5,,,,100000,9,333,,2,,2,,326
54,2,1,0,1,2,4,1,16.3,9,402000,,501,,2,2,2,13,13
53,1,1,0,1,2,4,1,16.3,9,59050,8,501,2,2,2,2,15,
17,2,6,,1,2,4,,,,0,0,,2,,2,2,41,13
15,1,6,0,1,2,4,1,16.3,2,0,,,2,,2,2,38,13
,2,,0,1,0,2,1,16.3,7,40200,,501,2,2,2,2,137,137
45,1,1,0,1,0,2,1,16.3,6,52000,,,,2,,,127,137
,1,1,0,1,0,2,1,16.3,5,14970,3,140,2,2,2,1,146,146
82,2,1,0,1,,,1,16.3,7,6400,,,2,2,2,2,236,
73,2,1,0,,0,2,1,,8,,3,,2,2,,,45,44
74,1,,,1,,2,1,16.3,11,,9,501,2,2,2,2,65,
69,2,,0,1,0,,1,16.3,5,,4,311,2,2,2,2,15,15
19,1,6,0,1,0,2,1,16.3,7,27000,,311,2,2,2,2,15,15
70,,1,0,,0,2,1,,,29900,5,,2,2,2,,17,
67,2,1,0,3,,2,1,,7,0,0,195,2,2,2,2,58,18
18,,6,,,0,2,,16.3,5,0,0,0,2,2,2,2,55,
15,2,,0,,0,2,,16.3,4,0,,0,2,2,2,2,48,18
83,1,,0,,0,2,1,16.3,5,16990,3,158,2,,2,2,,20
,,1,0,1,0,2,1,16.3,5,7390,2,,2,2,2,2,33,20
71,1,1,0,1,0,2,1,16.3,,28700,5,328,2,2,2,,21,21
,,1,0,1,,2,,,8,22000,4,328,2,2,2,2,20,
55,,,0,1,2,4,1,16.3,7,80000,8,,2,2,2,,15,
54,2,1,0,1,2,4,1,16.3,5,0,0,310,2,,,2,9,
51,2,1,,1,1,,,16.3,,20400,,501,2,,,2,8,8
52,1,1,0,,1,3,1,,7,,9,,2,2,2,2,11,
57,1,1,0,1,,2,,16.3,5,28200,5,,,2,2,,42,42
,2,,0,1,0,2,1,16.3,8,39000,6,398,,2,2,2,,42
72,1,1,0,1,0,3,1,16.3,7,5900,,160,,2,2,1,25,25
70,2,1,0,1,,,1,16.3,4,26900,5,160,2,2,2,2,,
81,2,,0,1,0,2,1,16.3,7,11300,2,177,,2,2,2,,
,,,0,1,0,2,1,16.3,7,,3,177,,2,,2,18,
47,1,1,,3,,8,1,16.3,3,32000,5,100,2,2,1,2,65,64
44,2,,,3,6,8,1,16.3,7,9790,2,100,2,,2,2,,64
60,1,1,0,1,0,2,1,16.3,6,10000,2,266,2,,,,,
58,2,1,0,1,0,2,1,16.3,4,35000,6,266,2,2,2,2,51,
61,2,1,0,6,0,2,,16.3,9,40800,6,345,2,2,,2,19,
77,1,1,0,3,0,,1,16.3,6,18010,4,345,,2,2,2,12,
38,2,,0,1,2,4,1,16.3,9,22000,4,329,2,2,2,,37,37
,1,,,1,,4,1,16.3,7,62000,8,,,2,2,2,30,
15,2,6,,1,2,4,1,16.3,3,0,0,329,2,2,2,,,37
59,,1,0,1,0,2,1,,,,,456,2,,2,2,43,
59,2,1,0,1,0,,,16.3,5,52000,7,456,2,,2,2,,44
42,1,1,0,1,1,3,1,,7,0,0,,2,2,2,2,88,88
45,2,1,0,,,,1,16.3,7,12000,2,59,,2,2,2,106,88
26,,6,,1,,3,,16.3,7,14000,3,,2,2,2,2,,
24,,6,0,,2,3,1,16.3,7,,,501,2,2,,2,39,40
62,1,1,0,1,0,2,1,16.3,7,55000,,,2,2,2,2,,28
64,2,1,0,1,0,2,1,16.3,,30590,5,501,2,2,,2,20,
73,,,0,1,,2,1,16.3,,51800,7,387,,1,2,,130,130
73,,1,0,1,,,1,,5,,2,387,2,,2,,122,130
41,2,6,0,3,1,,2,,8,470,0,1,2,2,2,,16,16
36,1,6,0,3,1,4,,16.3,7,35000,6,266,2,2,2,,,16
66,,,0,1,0,2,,16.3,5,17100,3,171,2,,2,2,244,244
66,1,,0,,,2,2,16.3,,8900,2,171,2,2,2,2,266,244
,,,0,1,0,2,1,16.3,5,130000,9,501,2,2,2,2,91,91
55,2,1,0,1,0,2,1,16.3,7,41700,6,501,2,2,2,2,58,91
63,1,1,0,1,0,3,1,16.3,5,,2,65,,2,2,2,29,28
,2,1,0,,0,3,1,16.3,5,1900,1,,2,2,2,2,18,28
80,2,3,0,1,0,3,,16.3,5,1400,1,65,2,2,2,2,105,28
35,1,,0,,3,,1,16.3,,59200,8,196,2,2,2,,,23
33,2,,1,8,3,,1,16.3,4,0,0,196,,,2,2,,
,2,1,0,1,,2,1,16.3,5,,2,266,2,2,2,2,217,217
67,1,1,0,1,0,2,1,16.3,5,28800,5,,2,2,2,1,192,
,,1,,1,0,2,,16.3,,30100,5,241,2,2,2,1,65,64
73,2,1,0,1,0,2,1,,,,2,241,2,2,2,2,45,64
61,2,3,0,9,0,,1,16.3,9,55000,7,494,2,2,2,2,17,18
,1,,0,,0,3,1,,5,27800,,494,2,2,2,,101,18
24,,6,,9,0,3,,16.3,7,,3,494,2,,2,,53,18
45,1,,0,,1,,,16.3,,70000,8,404,2,2,2,2,,74
60,,4,0,1,,,1,16.3,8,15600,3,119,2,1,,2,68,
,1,1,0,3,3,5,1,16.3,8,86000,9,409,2,2,2,,,
44,2,,0,3,3,5,1,16.3,,38400,6,409,2,,,2,297,331
,,1,0,1,0,2,1,16.3,9,92000,9,501,,2,2,2,25,25
,,,,1,,2,1,16.3,7,,8,,2,2,2,2,,25
62,2,1,,1,0,2,1,,,35000,6,,2,2,2,2,22,22
66,1,1,0,1,0,,,16.3,5,25700,5,359,1,2,1,2,18,
47,1,1,0,,2,6,,16.3,,41000,6,151,,2,2,2,25,25
,,1,0,1,2,6,1,16.3,4,0,,151,,2,2,2,42,25
22,2,6,0,1,,6,,16.3,,2800,,,2,2,2,2,27,25
19,2,6,0,1,2,,1,16.3,,2800,1,151,2,2,,2,27,25
17,1,6,0,1,,6,,16.3,4,7000,2,151,2,2,2,2,,
20,2,,0,1,,,1,16.3,5,,,15,2,2,2,2,25,25
33,2,,0,,3,,2,16.3,5,0,,98,,2,2,,114,114
35,1,1,0,1,3,5,2,,5,30000,5,98,2,2,2,,209,
61,,1,,,0,3,1,16.3,5,20000,4,277,2,2,2,2,35,35
,1,1,,1,0,3,,16.3,5,20000,4,277,2,2,2,2,50,35
32,,6,0,,0,3,1,16.3,7,15000,3,277,2,2,,,26,
36,1,1,0,,3,5,1,16.3,9,169320,9,501,2,2,2,2,177,
,2,1,0,1,3,5,,16.3,5,1500,,501,2,2,2,2,131,177
77,1,1,0,1,0,2,1,16.3,7,19400,,193,2,2,2,,88,88
77,2,1,,,0,2,1,16.3,4,10000,2,193,2,2,2,,86,88
34,1,1,0,1,,4,1,16.3,7,130000,9,,2,2,2,2,19,
33,2,1,1,1,2,,,16.3,8,,7,501,2,,,2,60,18
68,2,1,,1,0,,1,16.3,9,19500,4,372,2,2,2,2,28,28
66,1,,,,,,1,16.3,10,37300,6,,2,2,,2,35,28
,1,1,0,3,1,3,2,16.3,,,7,263,2,2,2,2,129,129
33,2,1,,3,1,,2,16.3,10,4000,1,263,2,2,2,2,35,129
,1,1,0,1,0,2,1,16.3,5,49200,,417,2,2,2,1,25,24
66,,,0,1,0,2,1,16.3,7,14300,3,417,2,,,,19,
64,1,1,0,1,,2,1,16.3,9,44800,7,417,2,2,,2,135,134
58,2,1,0,1,0,2,,16.3,9,26100,,417,2,1,2,2,86,134
,2,1,0,1,1,3,1,16.3,9,22500,4,,2,,2,2,49,
32,1,1,0,1,1,,1,16.3,9,,8,481,2,,2,,,
54,1,,0,,,2,1,,10,,,501,2,2,2,2,,
55,,,0,1,0,,1,,10,66000,8,501,2,2,2,2,,58
49,1,,,,0,2,1,,5,375000,9,501,2,2,2,2,48,48
57,,1,0,1,0,2,1,,9,0,0,501,2,2,,2,58,48
,1,,0,1,0,4,2,16.3,4,30000,,174,2,1,2,2,13,12
54,2,1,,1,0,4,,16.3,7,1500,1,174,2,2,,,11,
24,2,6,0,1,0,4,2,16.3,7,,,174,2,2,2,,56,12
30,2,4,0,1,2,3,,16.3,5,39000,,191,2,2,2,2,241,241
33,1,6,0,,2,3,2,16.3,7,40000,6,304,,2,,2,199,241
65,1,1,0,,0,,1,16.3,8,37150,,501,2,2,2,2,25,25
63,2,1,0,,,4,1,16.3,,45700,7,,2,1,2,2,28,
28,,6,,1,0,4,1,,9,28700,5,501,2,,2,2,76,25
23,1,6,0,,,4,1,16.3,5,22500,,,2,2,2,,69,25
,2,1,,,2,4,1,16.3,,25930,5,501,2,2,,,245,245
28,1,1,0,1,2,4,1,,7,104000,9,501,2,2,2,2,,
58,1,1,0,1,0,2,1,16.3,,75000,8,501,2,2,2,2,97,97
54,,1,,1,0,,1,16.3,,69500,8,501,,2,2,2,39,
57,,1,0,1,0,2,1,16.3,,147000,9,501,2,2,2,2,36,36
,,,,1,0,2,1,16.3,8,0,0,501,2,2,2,,35,
44,2,1,,1,2,4,,,9,80000,8,,2,,2,2,309,
37,1,1,0,1,,4,1,,5,80000,,501,2,2,2,2,418,309
,2,1,0,1,0,2,1,,5,58000,8,501,2,2,2,,14,14
66,1,,0,1,0,,1,,5,60400,8,,2,2,2,1,20,14
,1,1,0,1,,2,,16.3,,,9,501,2,2,2,2,,55
50,2,,0,1,0,2,1,16.3,10,44000,6,501,2,2,2,2,,55
55,,,0,1,0,2,1,16.3,8,,7,501,1,1,2,2,787,787
54,,1,0,1,0,2,1,16.3,9,49000,7,501,2,2,2,2,785,787
47,1,1,0,1,,2,,16.3,11,402000,9,501,2,2,2,2,397,397
48,2,1,0,1,0,2,1,16.3,,25000,,501,,2,2,2,,397
,2,1,0,1,0,2,1,,9,,6,,2,2,2,2,26,26
75,1,,0,1,0,2,,16.3,7,39900,6,492,2,1,2,,43,26
65,2,4,0,1,0,,1,16.3,9,191700,,,2,2,2,2,24,24
,1,4,0,1,0,2,1,16.3,7,135000,9,,2,2,1,2,45,24
31,1,6,0,1,0,2,1,16.3,,,4,501,2,,,,,24
68,1,,0,1,0,2,2,16.3,7,40200,6,,2,1,2,2,514,514
50,2,1,0,1,0,,,16.3,7,8100,2,316,,1,,2,382,514
57,2,4,0,1,0,2,,,5,25000,4,220,2,2,2,,55,55
31,2,6,0,1,0,2,2,16.3,4,12500,3,220,2,2,,,34,55
,2,1,0,1,0,2,1,16.3,5,52000,,501,2,,2,2,133,
61,1,,0,1,,2,1,16.3,8,65000,,501,2,2,2,,301,
,1,,0,1,0,2,1,16.3,9,125000,9,501,2,2,2,2,38,38
58,2,1,0,1,0,2,,16.3,7,0,0,501,,1,2,2,,38
39,2,4,0,1,0,,,,,15000,,114,2,2,2,,34,38
28,2,1,0,1,2,,,,5,22000,4,246,2,2,2,2,53,52
,1,1,0,1,2,,1,,6,41000,,246,,2,2,,38,
24,,6,0,1,1,2,1,16.3,,10000,,57,,2,2,2,61,61
27,1,,0,1,1,2,1,16.3,5,,7,358,2,2,2,2,93,61
,1,1,0,1,0,2,1,16.3,5,,6,266,2,2,,2,15,16
82,2,,,1,0,2,,,5,6300,1,266,2,,2,2,15,16
67,1,1,0,1,0,2,1,,7,53000,7,482,2,,2,2,15,
67,,1,0,1,0,2,1,16.3,9,20300,4,482,2,2,2,2,11,
29,1,6,0,1,1,2,,16.3,5,14400,3,,,2,1,1,42,41
26,2,6,0,1,1,2,1,16.3,5,32000,5,,2,2,2,2,53,41
,,1,0,1,0,2,,16.3,9,555000,9,501,2,2,2,2,39,40
,1,1,0,1,0,2,1,16.3,11,,,501,2,2,2,2,,
42,2,1,0,3,,6,,16.3,5,0,0,,2,2,,2,65,65
33,1,1,0,3,4,6,2,16.3,,35000,,103,2,,2,2,66,65
49,,,1,1,,2,1,16.3,,,5,501,2,2,2,2,208,209
53,1,1,0,1,0,2,1,16.3,9,62000,8,501,2,,2,1,116,209
59,2,,0,1,0,2,1,16.3,7,32000,5,501,,,2,2,16,
54,1,1,,1,0,2,,16.3,8,60000,8,501,,2,,2,18,16
36,2,1,0,1,2,4,2,16.3,7,0,0,189,2,2,,2,31,31
37,1,1,,1,2,,2,16.3,7,,,189,,2,2,2,24,
54,,1,1,,1,3,1,7990.5,,38200,6,278,2,,2,,80,80
55,2,1,1,8,1,3,1,7990.5,5,18800,3,278,2,,2,,77,
